book_id,title,author,publisher,creation_date,pub_date,item_type,location_code,material_type,barcode,publication_place,language,descripton,loans
840,In the service of the Emperor : essays on the Imperial Japanese Army /,"Drea, Edward J., 1944-",University of Nebraska Press,2016-08-03T01:55:37Z,©1998.,Book - Physical,GEN,Book,31175022589710,Lincoln :,eng,NA,1
841,Modernity and the millennium : the genesis of the Baha'i faith in the nineteenth-century Middle East /,"Cole, Juan Ricardo.",Columbia University Press,2016-08-03T01:55:37Z,©1998.,Book - Physical,GEN,Book,31175022590684,New York :,eng,NA,1
842,Analytic versus continental : arguments on the methods and value of philosophy /,"Chase, James, 1969-",McGill-Queen's University Press,2016-08-03T01:55:41Z,©2010,Book - Physical,GEN,Book,31175033887491,Montréal :,eng,NA,1
843,The incoherence of the philosophers = Tahāfut al-falāsifah: a parallel English-Arabic text /,"Ghazzālī, 1058-1111.",Brigham Young University Press,2016-08-03T01:55:43Z,1997.,Book - Physical,GEN,Book,31175022898871,"Provo, Utah :",eng,NA,1
844,Power in movement : social movements and contentious politics /,"Tarrow, Sidney G.",Cambridge University Press,2016-08-03T01:55:43Z,1998.,Book - Physical,GEN,Book,31175022611423,Cambridge [England] ; New York :,eng,NA,1
845,Envisioning the city : six studies in urban cartography /,NA,University of Chicago Press,2016-08-03T01:55:47Z,©1998.,Book - Physical,GEN,Book,31175022639614,Chicago :,eng,NA,1
846,Oxidation in foods and beverages and antioxidant applications /,NA,Woodhead Pub,2016-08-03T01:55:48Z,2010.,Book - Physical,GEN,Book,31175033896674,Oxford ; Philadelphia :,eng,v.1,1
847,Golden sardine /,"Kaufman, Bob, author.",City Lights Books,2016-08-03T01:55:48Z,[1967],Book - Physical,GEN,Book,31175001841330,San Francisco :,eng,NA,1
848,"Reservation reelism : redfacing, visual sovereignty, and representations of Native Americans in film /","Raheja, Michelle H.",University of Nebraska Press,2016-08-03T01:55:51Z,©2010.,Book - Physical,GEN,Book,31175034002991,Lincoln :,eng,NA,1
849,The view from lazy point : a natural year in an unnatural world /,"Safina, Carl, 1955-",Henry Holt and Co,2016-08-03T01:55:59Z,2010.,Book - Physical,GEN,Book,31175033999478,New York :,eng,NA,1
850,"Thug life : race, gender, and the meaning of hip-hop /","Jeffries, Michael P",University of Chicago Press,2016-08-03T01:56:00Z,2011,Book - Physical,GEN,Book,31175034004286,Chicago :,eng,NA,1
851,Grammatology and literary modernity in Turkey /,"Ertürk, Nergis.",Oxford University Press,2016-08-03T01:56:30Z,2011.,Book - Physical,GEN,Book,31175034428949,"Oxford, UK ; New York :",eng,NA,1
852,Introducing the ancient Greeks : from Bronze Age seafarers to navigators of the Western mind /,"Hall, Edith, 1959-",WW Norton & Company,2016-08-03T01:56:32Z,[2014],Book - Physical,GEN,Book,31175036654336,New York :,eng,NA,1
853,Critical appropriations : African American women and the construction of transnational identity /,"Drake, Simone C., 1975-",Louisiana State University Press,2016-08-03T01:56:40Z,[2014],Book - Physical,GEN,Book,31175036675471,Baton Rouge :,eng,NA,1
854,Gendaigoyaku Hekiganroku /,"Yuanwu, 1063-1135.",Iwanami Shoten,2016-08-03T01:56:43Z,2001-2003.,Book - Physical,EAL,Book,31175029161778,Tōkyō :,jpn,v.1,1
